"cite_key";"title";"author";"abstract";"booktitle";"label"
"Squire2014";"FORGE++: THE CHANGING LANDSCAPE OF FLOSS DEVELOPMENT";"M. Squire";"Software forges are centralized online systems that provide useful tools to help distributed development teams work together, especially in free, libre, and open source software (FLOSS). Forge-provided tools may include web space, version control systems, mailing lists and communication forums, bug tracking systems, file downloads, wikis, and the like. Empirical software engineering researchers can mine the artifacts from these tools to better understand how FLOSS is made. As the landscape of distributed software development has grown and changed, the tools needed to make FLOSS have changed as well. There are three newer tools at the center of FLOSS development today: distributed version control based forges (like Github), programmer question-and-answer communities (like Stack Overflow), and paste bin tools (like Gist or Pastebin.com). These tools are extending and changing the toolset used for FLOSS development, and redefining what a software forge looks like. The main contributions of this paper are to describe each of these tools, to identify the data and artifacts available for mining from these tools, and to outline some of the ways researchers can use these artifacts to continue to understand how FLOSS is made.";"2014 47th Hawaii International Conference on System Sciences";"inproceedings"
"Stepalin2010";"SAAS SUPPORT IN SOFTWARE DOCUMENTATION SYSTEMS";"E. Stepalina";"In recent days more and more software developments tools become distributed by the SaaS (Software-As-A Service) model alongside with ready-to-install products. The developers of task and bug tracking systems now offer their solutions by a monthly fee. For instance, JIRA Studio produced by Atlassian can be connected to a corporative domain by subscription. This scheme allows software companies to reduce costs at the project's start and get scalable resources in future. Software documentation systems can also be purchased by a subscription now. The effectiveness of their usage for various documentation development is interesting. There are four major types of documentation supporting the development process and resulted products: project, technical, code and user documentation. Each of this type claims specific requirements for the documentation tool. The requirement analysis shows that rented documentation systems are the most appropriate for user and technical documentation. There are two major classes of software documentation systems: 1) Wiki, 2) DITA-orientedXML CMS. The following wiki systems have a hosted version: commercial Confluence, Central Desktop, EditMe, Incentive, Netcipia, PBWiki, Wikia, Wikispaces; open source BusinessWiki, Metadot Wiki, MindTouch, Wagn, Wikidot. The richest by the functionality andplugin collection is Confluence produced by Atlassian. The following XML CMS are offered by a SaaS model (all are commercial): Astoria On Demand, DITA Exchange. DocZone. SaaS is optionally supported in Bluestream XDocs, Siberlogic SiberSafe, Trisoft Infoshare, Vasont, X-Hive Docato. As wiki system is a ready integrated environment for creating and publishing documentation, DITA-system consists not only of XML CMS. To deploy a DITA-system, you should have an XML editor, publisher and CMS. The listed CMS can be integrated with top DITA XML editors and provide an API to integrate with other editors. These CMS also have build-in tools to export documents in mu- - ltiple formats. However, the universal component architecture of DITA-systems makes the deployment and configuration more difficult than wiki implementation. Hosted documentation systems are offered by different prices. The offerings of top documentation systems are considered in this paper. Wiki subscription fees range from 4,95$ (EditMe) to 20$ (Confluence) per one user/month. XML CMS subscription price starts from 500$ per month and can reach 12000$ per month. These subscriptions have no fixed price; in each individual case the CMS vendor performs a specific project of a DITA-system implementation. Wiki rental costs approximate to CMS subscriptions' costs for large number of users, 500 and more. The advantages of renting a powerful documentation system for small and large project are the following: 1) Maximal functionality at a low affordable cost, 2) Platform independency and high system accessibility, 3) Document quality improvement at the expense of quality controlling tools application, 4) Higher effectiveness of documentation (content re-use, single source usage, automated tools for localization), 5) Organization of robust and scalable documentation process. As the SaaS business model becomes more popular, small companies get access to powerful software documentation systems, which are too expensive to purchase a standalone license at the startup. However, the system's access security, reliability and information confidentiality issues remain opened and controversial.";"Software Engineering Conference (CEE-SECR), 2010 6th Central and Eastern European";"inproceedings"
"Sun2011";"TOWARDS MORE ACCURATE RETRIEVAL OF DUPLICATE BUG REPORTS";"C. Sun and D. Lo and S. C. Khoo and J. Jiang";"In a bug tracking system, different testers or users may submit multiple reports on the same bugs, referred to as duplicates, which may cost extra maintenance efforts in triaging and fixing bugs. In order to identify such duplicates accurately, in this paper we propose a retrieval function (REP) to measure the similarity between two bug reports. It fully utilizes the information available in a bug report including not only the similarity of textual content in summary and description fields, but also similarity of non-textual fields such as product, component, version, etc. For more accurate measurement of textual similarity, we extend BM25F - an effective similarity formula in information retrieval community, specially for duplicate report retrieval. Lastly we use a two-round stochastic gradient descent to automatically optimize REP for specific bug repositories in a supervised learning manner. We have validated our technique on three large software bug repositories from Mozilla, Eclipse and OpenOffice. The experiments show 10-27% relative improvement in recall rate@k and 17-23% relative improvement in mean average precision over our previous model. We also applied our technique to a very large dataset consisting of 209,058 reports from Eclipse, resulting in a recall rate@k of 37-71% and mean average precision of 47%.";"Automated Software Engineering (ASE), 2011 26th IEEE/ACM International Conference on";"inproceedings"
"Sun:2010:DMA:1806799.1806811";"A DISCRIMINATIVE MODEL APPROACH FOR ACCURATE DUPLICATE BUG REPORT RETRIEVAL";"Sun, Chengnian and Lo, David and Wang, Xiaoyin and Jiang, Jing and Khoo, Siau-Cheng";"";"Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 1";"inproceedings"
"Takama2013";"APPLICATION OF MONITORING SUPPORT VISUALIZATION TO BUG TRACKING SYSTEMS";"Y. Takama and T. Kurosawa";"This paper proposes to apply information visualization technologies to the support of monitoring bug update information sent from multiple bug tracking systems. Bug update information managed by bug tracking systems (BTS) is one of text stream data, which continuously generates new data. Therefore, it is difficult for users to watch it all the time. In other words, the task of monitoring stream data inevitably involves breaks of the task, which would lose the context of monitoring. However, to the best of our knowledge, interaction design when involving breaks has not been fully studied yet. The proposed system visualizes the dynamic relationship between bugs with animation, and helps a user grasping the context of monitoring by highlighting updated bugs and the replay of animation for part of the last monitoring time. The effectiveness of the system is evaluated through experiments with test participants. Recent growth of the Web has brought us various kinds of text stream data, such as bulletin board systems (BBS), blogs, and social networking services (SNS). As such data is expected to be important resources for human support robots, this paper would contribute to interaction design of such robots.";"Industrial Electronics (ISIE), 2013 IEEE International Symposium on";"inproceedings"
"Tamura2008";"A METHOD OF RELIABILITY ASSESSMENT BASED ON DETERMINISTIC CHAOS THEORY FOR AN OPEN SOURCE SOFTWARE";"Y. Tamura and S. Yamada";"Open source software which serve as key components of critical infrastructures in the social life are still ever-expanding now. We focus on the quality problems of open source software developed under open source project. In case of considering the effect of the debugging process in the development of a method of reliability assessment for open source project, it is necessary to grasp the deeply-intertwined factors, such as programming path, size of each component, skill of fault reporters, and so on. Considering from a point of view of the software reliability growth model, it is difficult to cover the software fault-report phenomena on the bug tracking system of open source software. We propose a new approach to software reliability assessment based on deterministic chaos theory. Also, we analyze actual software fault count data to show numerical examples of software reliability assessment for the open source software.";"Secure System Integration and Reliability Improvement, 2008. SSIRI '08. Second International Conference on";"inproceedings"
"Tamura2007";"SOFTWARE RELIABILITY GROWTH MODEL BASED ON STOCHASTIC DIFFERENTIAL EQUATIONS FOR OPEN SOURCE SOFTWARE";"Y. Tamura and S. Yamada";"All over the world people can gain the information at the same time by growing rate of Internet access around the world in recent years. In accordance with such a penetration of the Internet, it is increasing public awareness of the importance of online real-time and interactive functions. Therefore, software development environment has been changing into new development paradigms such as concurrent distributed development environment and the so-called open source project by using network computing technologies. Especially, such OSS (open source software) systems which serve as key components of critical infrastructures in our society are still ever-expanding now. In this paper, we propose a software reliability growth model based on stochastic differential equations in order to consider the active state of the open source project. Especially, we assume that the software failure intensity depends on the time, and the software fault-report phenomena on the bug tracking system keep an irregular state. Also, we analyze actual software fault count data to show numerical examples of software reliability assessment for the OSS. Moreover, we compare our model with the conventional model based on stochastic differential equations in terms of goodness-of-fit for actual data. We show that the proposed model can assist improvement of quality for OSS systems developed under the open source project.";"2007 IEEE International Conference on Mechatronics";"inproceedings"
"Tappolet2010";"SEMANTIC WEB ENABLED SOFTWARE ANALYSIS";"Tappolet, J. and Kiefer, C. and Bernstein, A.";"One of the most important decisions researchers face when analyzing software systems is the choice of a proper data analysis/exchange format. In this paper, we present EvoOnt, a set of software ontologies and data exchange formats based on OWL. EvoOnt models software design, release history information, and bug-tracking meta-data. Since OWL describes the semantics of the data, EvoOnt (1) is easily extendible, (2) can be processed with many existing tools, and (3) allows to derive assertions through its inherent Description Logic reasoning capabilities. The contribution of this paper is that it introduces a novel software evolution ontology that vastly simplifies typical software evolution analysis tasks. In detail, we show the usefulness of EvoOnt by repeating selected software evolution and analysis experiments from the 2004-2007 Mining Software Repositories Workshops (MSR). We demonstrate that if the data used for analysis were available in EvoOnt then the analyses in 75% of the papers at MSR could be reduced to one or at most two simple queries within off-the-shelf SPARQL tools. In addition, we present how the inherent capabilities of the Semantic Web have the potential of enabling new tasks that have not yet been addressed by software evolution researchers, e.g., due to the complexities of the data integration. © 2010 Elsevier B.V.";"";"article"
"Thung2014";"DUPFINDER: INTEGRATED TOOL SUPPORT FOR DUPLICATE BUG REPORT DETECTION";"Thung, F. and Kochhar, P.S. and Lo, D.";"To track bugs that appear in a software, developers often make use of a bug tracking system. Users can report bugs that they encounter in such a system. Bug reporting is inherently an uncoordinated distributed process though and thus when a user submits a new bug report, there might be cases when another bug report describing exactly the same problem is already present in the system. Such bug reports are duplicate of each other and these duplicate bug reports need to be identified. A number of past studies have proposed a number of automated approaches to detect duplicate bug reports. However, these approaches are not integrated to existing bug tracking systems. In this paper, we propose a tool named DupFinder, which implements the state-of-theart unsupervised duplicate bug report approach by Runeson et al., as a Bugzilla extension. DupFinder does not require any training data and thus can easily be deployed to any project. DupFinder extracts texts from summary and description fields of a new bug report and recent bug reports present in a bug tracking system, uses vector space model to measure similarity of bug reports, and provides developers with a list of potential duplicate bug reports based on the similarity of these reports with the new bug report. We have released DupFinder as an open source tool in GitHub, which is available at: uhttps://github.com/smagsmu/dupfinder. © 2014 ACM.";"";"conference"
"Thung2013";"AUTOMATIC RECOVERY OF ROOT CAUSES FROM BUG-FIXING CHANGES";"F. Thung and D. Lo and L. Jiang";"What is the root cause of this failure? This question is often among the first few asked by software debuggers when they try to address issues raised by a bug report. Root cause is the erroneous lines of code that cause a chain of erroneous program states eventually leading to the failure. Bug tracking and source control systems only record the symptoms (e.g., bug reports) and treatments of a bug (e.g., committed changes that fix the bug), but not its root cause. Many treatments contain non-essential changes, which are intermingled with root causes. Reverse engineering the root cause of a bug can help to understand why the bug is introduced and help to detect and prevent other bugs of similar causes. The recovered root causes are also better ground truth for bug detection and localization studies. In this work, we propose a combination of machine learning and code analysis techniques to identify root causes from the changes made to fix bugs. We evaluate the effectiveness of our approach based on a golden set (i.e., ground truth data) of manually recovered root causes of 200 bug reports from three open source projects. Our approach is able to achieve a precision, recall, and F-measure (i.e., the harmonic mean of precision and recall) of 76.42%, 71.88%, and 74.08% respectively. Compared with the work by Kawrykow and Robillard, our approach achieves a 60.83% improvement in F-measure.";"2013 20th Working Conference on Reverse Engineering (WCRE)";"inproceedings"
"Thung2012";"WHEN WOULD THIS BUG GET REPORTED?";"F. Thung and D. Lo and L. Jiang and Lucia and F. Rahman and P. T. Devanbu";"Not all bugs in software would be experienced and reported by end users right away: Some bugs manifest themselves quickly and may be reported by users a few days after they get into the code base; others manifest many months or even years later, and may only be experienced and reported by a small number of users. We refer to the period of time between the time when a bug is introduced into code and the time when it is reported by a user as bug reporting latency. Knowledge of bug reporting latencies has an implication on prioritization of bug fixing activities-bugs with low reporting latencies may be fixed earlier than those with high latencies to shift debugging resources towards bugs highly concerning users. To investigate bug reporting latencies, we analyze bugs from three Java software systems: AspectJ, Rhino, and Lucene. We extract bug reporting data from their version control repositories and bug tracking systems, identify bug locations based on bug fixes, and back-trace bug introducing time based on change histories of the buggy code. Also, we remove non-essential changes, and most importantly, recover root causes of bugs from their treatments/fixes. We then calculate the bug reporting latencies, and find that bugs have diverse reporting latencies. Based on the calculated reporting latencies and features we extract from bugs, we build classification models that can predict whether a bug would be reported early (within 30 days) or later, which may be helpful for prioritizing bug fixing activities. Our evaluation on the three software systems shows that our bug reporting latency prediction models could achieve an AUC (Area Under the Receiving Operating Characteristics Curve) of 70.869%.";"Software Maintenance (ICSM), 2012 28th IEEE International Conference on";"inproceedings"
"Tian:2013:DPP:2550526.2550574";"DRONE: PREDICTING PRIORITY OF REPORTED BUGS BY MULTI-FACTOR ANALYSIS";"Tian, Yuan and Lo, David and Sun, Chengnian";"";"Proceedings of the 2013 IEEE International Conference on Software Maintenance";"inproceedings"
"Tian:2015:APB:2821954.2821959";"AUTOMATED PREDICTION OF BUG REPORT PRIORITY USING MULTI-FACTOR ANALYSIS";"Tian, Yuan and Lo, David and Xia, Xin and Sun, Chengnian";"";"";"article"
"Tian2012";"IMPROVED DUPLICATE BUG REPORT IDENTIFICATION";"Tian, Y.a and Sun, C.b and Lo, D.a ";"Bugs are prevalent in software systems. To improve the reliability of software systems, developers often allow end users to provide feedback on bugs that they encounter. Users could perform this by sending a bug report in a bug report management system like Bugzilla. This process however is uncoordinated and distributed, which means that many users could submit bug reports reporting the same problem. These are referred to as duplicate bug reports. The existence of many duplicate bug reports may cause much unnecessary manual efforts as often a triager would need to manually tag bug reports as being duplicates. Recently, there have been a number of studies that investigate duplicate bug report problem which in effect answer the following question: given a new bug report, retrieve k other similar bug reports. This, however, still requires substantive manual effort which could be reduced further. Jalbert and Weimer are the first to introduce the direct detection of duplicate bug reports; it answers the question: given a new bug report, classify if it as a duplicate bug report or not. In this paper, we extend Jalbert and Weimer's work by improving the accuracy of automated duplicate bug report identification. We experiments with bug reports from Mozilla bug tracking system which were reported between February 2005 to October 2005, and find that we could improve the accuracy of the previous approach by about 160%. © 2012 IEEE.";"";"conference"
"ValdiviaGarcia:2014:CPB:2597073.2597099";"CHARACTERIZING AND PREDICTING BLOCKING BUGS IN OPEN SOURCE PROJECTS";"Valdivia Garcia, Harold and Shihab, Emad";"";"Proceedings of the 11th Working Conference on Mining Software Repositories";"inproceedings"
"Tomasev2013";"EXPLOITING HUBS FOR SELF-ADAPTIVE SECONDARY RE-RANKING IN BUG REPORT DUPLICATE DETECTION";"N. Tomašev and G. Leban and D. Mladenić";"Bug duplicate detection is an integral part of many bug tracking systems. Most bugs are reported multiple times and detecting the duplicates saves time and valuable resources. We propose a novel approach to potential duplicate report query ranking. Our secondary re-ranking procedure is self-adaptive, as it learns from previous report occurrences. It is based on the analysis of temporal evolution of the underlying distribution of influence. The experiments show definite improvements in system performance.";"Information Technology Interfaces (ITI), Proceedings of the ITI 2013 35th International Conference on";"inproceedings"
"Tong2015";"CHARACTERIZING AND PREDICTING BUG ASSIGNMENT IN OPENSTACK";"J. Tong and L. Ying and Y. Xiaoyong and T. Hongyan and W. Zhonghai";"Open source software is becoming increasingly important in cloud computing. However, many cloud computing systems suffer from software bugs that cause significant dependability issues. Bug assignment and fixing are crucial parts of software maintenance to improve dependability. In this paper, we conduct an empirical study of 42,880 bug reports from OpenStack bug repository. We study the characteristics (e.g., distribution of bugs, distribution of assignees) of bug assignments in OpenStack and find the bug assignment pattern which we call as long tail. The findings can support the follow-up research on improving efficiency of bug assignment, that is, we propose a prediction method based on long tail model, and experimentally evaluate this method by applying it to OpenStack bug assignment.";"Trustworthy Systems and Their Applications (TSA), 2015 Second International Conference on";"inproceedings"
"Tran2015";"FAULT DATA ANALYTICS USING DECISION TREE FOR FAULT DETECTION";"Tran, H.M. and Nguyen, S.V. and Le, S.T. and Vu, Q.T.";"Monitoring events on communication and computing systems becomes more and more challenging due to the increasing complexity and diversity of these systems. Several supporting tools have been created to assist system administrators in monitoring an enormous number of events daily. The main function of these tools is to filter as many as possible events and present non-trivial events to the administrators for fault analysis and detection. However, non-trivial events never decrease on large systems, such as cloud computing systems, while investigating events is time consuming. This paper proposes an approach for evaluating the severity level of an event using a classification and regression decision tree. The approach aims to build a decision tree based on the features of old events, then use this tree to decide the severity level of new events. The administrators take advantages of this decision to determine proper actions for the non-trivial events. We have implemented and experimented the approach for software bug datasets obtained from bug tracking systems. The experimental results reveal that the accuracy scores for different decision trees are above 70% and some detailed analyses are provided. © Springer International Publishing Switzerland 2015.";"";"article"
"Tu:2014:MQI:2677832.2677844";"MEASURING THE QUALITY OF ISSUE TRACKING DATA";"Tu, Feifei and Zhang, Feixue";"";"Proceedings of the 6th Asia-Pacific Symposium on Internetware on Internetware";"inproceedings"
"Zanetti2013";"CATEGORIZING BUGS WITH SOCIAL NETWORKS: A CASE STUDY ON FOUR OPEN SOURCE SOFTWARE COMMUNITIES";"M. S. Zanetti and I. Scholtes and C. J. Tessone and F. Schweitzer";"Efficient bug triaging procedures are an important precondition for successful collaborative software engineering projects. Triaging bugs can become a laborious task particularly in open source software (OSS) projects with a large base of comparably inexperienced part-time contributors. In this paper, we propose an efficient and practical method to identify valid bug reports which a) refer to an actual software bug, b) are not duplicates and c) contain enough information to be processed right away. Our classification is based on nine measures to quantify the social embeddedness of bug reporters in the collaboration network. We demonstrate its applicability in a case study, using a comprehensive data set of more than 700, 000 bug reports obtained from the Bugzilla installation of four major OSS communities, for a period of more than ten years. For those projects that exhibit the lowest fraction of valid bug reports, we find that the bug reporters' position in the collaboration network is a strong indicator for the quality of bug reports. Based on this finding, we develop an automated classification scheme that can easily be integrated into bug tracking platforms and analyze its performance in the considered OSS communities. A support vector machine (SVM) to identify valid bug reports based on the nine measures yields a precision of up to 90.3% with an associated recall of 38.9%. With this, we significantly improve the results obtained in previous case studies for an automated early identification of bugs that are eventually fixed. Furthermore, our study highlights the potential of using quantitative measures of social organization in collaborative software engineering. It also opens a broad perspective for the integration of social awareness in the design of support infrastructures.";"2013 35th International Conference on Software Engineering (ICSE)";"inproceedings"
"Varvaressos2014";"AUTOMATED BUG FINDING IN VIDEO GAMES: A CASE STUDY FOR RUNTIME MONITORING";"S. Varvaressos and K. Lavoie and A. B. Massé and S. Gaboury and S. Hallé";"Runtime verification is the process of observing a sequence of events generated by a running system and comparing it to some formal specification for potential violations. We show how the use of a runtime monitor can greatly speed up the testing phase of a video game under development, by automating the detection of bugs when the game is being played. We take advantage of the fact that a video game, contrarily to generic software, follows a special structure that contains a \""game loop\"", this game loop can be used to centralize the instrumentation and generate events based on the game's internal state. We report on experiments made on a sample of five real-world video games of various genres and sizes, by successfully incrementing and efficiently monitoring various temporal properties over their execution-including actual bugs reported in the games' bug tracking database in the course of their development.";"2014 IEEE Seventh International Conference on Software Testing, Verification and Validation";"inproceedings"
"Vijayakumar2014";"HOW MUCH EFFORT NEEDED TO FIX THE BUG? A DATA MINING APPROACH FOR EFFORT ESTIMATION AND ANALYSING OF BUG REPORT ATTRIBUTES IN FIREFOX";"K. Vijayakumar and V. Bhuvaneswari";"Estimating the effort required to fix a bug is a significant task for the project manager to determine the project release. Among various ways to estimate the effort, analysis of bug report attributes proved excellent results. In this paper the effort required to fix the bug on the components of Firefox application is studied. A framework has been charted for analysing the feature attributes which on imparting association rule mining process resulted with dictating rules which provide the effort succumb to fix the bugs of a particular component. The bug reports used for this study are extracted from Bugzilla, an open source bug repository. These bug reports provides a variety of categorical data from previous projects. Analysis of this can improve the planning of personnel to fix the bug and raise the quality of bug reports.";"Intelligent Computing Applications (ICICA), 2014 International Conference on";"inproceedings"
"Vyas:2013:ESM:2525194.2525269";"ETHNOGRAPHY OF SOFTWARE MAINTENANCE ACTIVITIES IN AN INDUSTRIAL ENGINEERING SETUP";"Vyas, Dhaval";"";"Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction";"inproceedings"
"Wang2011";"BEHIND LINUS'S LAW: A PRELIMINARY ANALYSIS OF OPEN SOURCE SOFTWARE PEER REVIEW PRACTICES IN MOZILLA AND PYTHON";"J. Wang and J. M. Carroll";"Open source is an important model of collaborative knowledge work and virtual organizations. One of its work practices, peer review, is considered critical to its success, as Linus's law highlights. Thus, understanding open source peer review, particular effective review practices, will improve the understanding of how to support collaborative work in new ways. Therefore, we conduct case studies in two open source communities that are well recognized as effective and successful, Mozilla and Python. In this paper, we present the preliminary results of our analysis on data from the bug tracking systems of those two organizations. We identify four common activities critical to open source software peer review, submission, identification, resolution and evaluation. Differences between communities indicate factors, such as reporter expertise, product type and structure, and organization size, affect review activities. We also discuss features of open source software peer review distinct from traditional review, as well as reconsiderations of Linus's law.";"Collaboration Technologies and Systems (CTS), 2011 International Conference on";"inproceedings"
"Wang2011a";"WHICH BUG SHOULD I FIX: HELPING NEW DEVELOPERS ONBOARD A NEW PROJECT";"Wang, J. and Sarma, A.";"A typical entry point for new developers in an open source project is to contribute a bug fix. However, finding an appropriate bug and an appropriate fix for that bug requires a good understanding of the project, which is nontrivial. Here, we extend Tesseract - an interactive project exploration environment - to allow new developers to search over bug descriptions in a project to quickly identify and explore bugs of interest and their related resources. More specifically, we extended Tesseract with search capabilities that enable synonyms and similar-bugs search over bug descriptions in a bug repository. The goal is to enable users to identify bugs of interest, resources related to that bug, (e.g., related files, contributing developers, communication records), and visually explore the appropriate socio-technical dependencies for the selected bug in an interactive manner. Here we present our search extension to Tesseract. © 2011 ACM.";"";"conference"
"Wang:2015:CCS:2829386.2829718";"COMPARATIVE CASE STUDIES OF OPEN SOURCE SOFTWARE PEER REVIEW PRACTICES";"Wang, Jing and Shih, Patrick C. and Wu, Yu and Carroll, John M.";"";"";"article"
"Wang:2008:ADD:1368088.1368151";"AN APPROACH TO DETECTING DUPLICATE BUG REPORTS USING NATURAL LANGUAGE AND EXECUTION INFORMATION";"Wang, Xiaoyin and Zhang, Lu and Xie, Tao and Anvik, John and Sun, Jiasu";"";"Proceedings of the 30th International Conference on Software Engineering";"inproceedings"
"Weiss:2007:LTF:1268983.1269017";"HOW LONG WILL IT TAKE TO FIX THIS BUG?";"Weiss, Cathrin and Premraj, Rahul and Zimmermann, Thomas and Zeller, Andreas";"";"Proceedings of the Fourth International Workshop on Mining Software Repositories";"inproceedings"
"White:2015:GRR:2820282.2820291";"GENERATING REPRODUCIBLE AND REPLAYABLE BUG REPORTS FROM ANDROID APPLICATION CRASHES";"White, Martin and Linares-V\\'{a}squez, Mario and Johnson, Peter and Bernal-C\\'{a}rdenas, Carlos and Poshyvanyk, Denys";"";"Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension";"inproceedings"
"Wijesiriwardana2012";"A GUIDED MASHUP FRAMEWORK FOR RAPID SOFTWARE ANALYSIS SERVICE COMPOSITION";"C. Wijesiriwardana and G. Ghezzi and H. Gall";"Historical data about software projects is stored in repositories such as version control, bug tracking and mailing lists. Analyzing such data is vital to discover unthought-of-yet-interesting insights of a software project. Even though a wide range of software analysis techniques are already available, integration of such analyses is yet to be systematically addressed. Inspired from the recently introduced concept of Software as a Service, our research group investigated the concept of Software Analysis as a Service (SOFAS), a distributed and collaborative software analysis platform. SOFAS allows software analyses to be accessed, composed into workflows, and executed over the Internet. However, traditional service composition is a complex, time consuming and error-prone process, which requires experts in both composition languages and existing standards. In this paper, we propose a mashup platform to address the problem of software analysis composition in a light-weight, programming-free process-centric way. Our proposed mashup platform provides design-time guidance to the users throughout the mashup design by integrating a continuous feedback mechanism. It requires exploiting semantic web technologies and Software Engineering Ontologies (SEON).";"2012 19th Asia-Pacific Software Engineering Conference";"inproceedings"
"Wong:2014:BBF:2705615.2706096";"BOOSTING BUG-REPORT-ORIENTED FAULT LOCALIZATION WITH SEGMENTATION AND STACK-TRACE ANALYSIS";"Wong, Chu-Pan and Xiong, Yingfei and Zhang, Hongyu and Hao, Dan and Zhang, Lu and Mei, Hong";"";"Proceedings of the 2014 IEEE International Conference on Software Maintenance and Evolution";"inproceedings"
"Wu2011a";"BUGMINER: SOFTWARE RELIABILITY ANALYSIS VIA DATA MINING OF BUG REPORTS";"Wu, L. and Xie, B. and Kaiser, G. and Passonneau, R.";"Software bugs reported by human users and automatic error reporting software are often stored in some bug tracking tools (e.g., Bugzilia and Debbugs). These accumulated bug reports may contain valuable information that could be used to improve the quality of the bug reporting, reduce the quality assurance effort and cost, analyze software reliability, and predict future bug report trend. In this paper, we present BugMiner, a tool that is able to derive useful information from historic bug report database using data mining, use these information to do completion check and redundancy check on a new or given bug report, and to estimate the bug report trend using statistical analysis. Our empirical studies of the tool using several real-world bug report repositories show that it is effective, easy to implement, and has relatively high accuracy despite low quality data.";"";"conference"
"Wu2011";"DREX: DEVELOPER RECOMMENDATION WITH K-NEAREST-NEIGHBOR SEARCH AND EXPERTISE RANKING";"W. Wu and W. Zhang and Y. Yang and Q. Wang";"This paper proposes a new approach called DREX (Developer Recommendation with k-nearest-neighbor search and Expertise ranking) to developer recommendation for bug resolution based on K-Nearest-Neighbor search with bug similarity and expertise ranking with various metrics, including simple frequency and social network metrics. We collect Mozilla Fire fox open bug repository as the experimental data set and compare different ranking metrics on the performance of recommending capable developers for bugs. Our experimental results demonstrate that, when recommending 10 developers for each one of the 250 testing bugs, DREX has produced better performance than traditional methods with multi-labeled text categorization. The best performance obtained by two metrics as Out-Degree and Frequency, is with recall as 0.6 on average. Moreover, other social network metrics such as Degree and Page Rank have produced comparable performance on developer recommendation as Frequency when used for developer expertise ranking.";"2011 18th Asia-Pacific Software Engineering Conference";"inproceedings"
"Xia:2015:AHA:2737603.2737646";"AUTOMATIC, HIGH ACCURACY PREDICTION OF REOPENED BUGS";"Xia, Xin and Lo, David and Shihab, Emad and Wang, Xinyu and Zhou, Bo";"";"";"article"
"Xie2013";"IMPACT OF TRIAGE: A STUDY OF MOZILLA AND GNOME";"J. Xie and M. Zhou and A. Mockus";"Triage is of great interest in software projects because it has the potential to reduce developer effort by involving a broader base of non-developer contributors to filter and augment reported issues. Using issue tracking data and interviews with experienced contributors we investigate ways to quantify the impact of triagers on reducing the number of issues developers need to resolve in two OSS projects: Mozilla and Gnome. We find the primary impact of triagers to involve issue filtering, filling missing information, and determining the relevant product. While triagers were good at filtering invalid issues and as accurate as developers in filling in missing issue attributes, they had more difficulty accurately pinpointing the relevant product. We expect that this work will highlight the importance of issue triage in software projects and will help design further studies on understanding and improving triage practices.";"2013 ACM / IEEE International Symposium on Empirical Software Engineering and Measurement";"inproceedings"
"Xuan:2012:DPB:2337223.2337227";"DEVELOPER PRIORITIZATION IN BUG REPOSITORIES";"Xuan, Jifeng and Jiang, He and Ren, Zhilei and Zou, Weiqin";"";"Proceedings of the 34th International Conference on Software Engineering";"inproceedings"
"Yu2012";"PRACTICAL ISOLATION OF FAILURE-INDUCING CHANGES FOR DEBUGGING REGRESSION FAULTS";"K. Yu and M. Lin and J. Chen and X. Zhang";"During software evolution, new released versions still contain many bugs. One common scenario is that end users encounter regression faults and submit them to bug tracking systems. Different from in-house regression testing, typically only one test input is available, which passes the old version and fails the modified new version. To address the issue, delta debugging has been proposed for failure-inducing changes identification between two versions. Despite promising results, there are two practical factors that thwart the application of delta debugging: a large number of tests and misleading false positives. In this work, we present a combination of coverage analysis and delta debugging that automatically isolates failure-inducing changes. Evaluations on twelve real regression faults in GNU software demonstrate both the speed gain and effectiveness improvements. Moreover, a case study on libPNG and TCPflow indicates that our technique is comparable to peer techniques in debugging regressions faults.";"Automated Software Engineering (ASE), 2012 Proceedings of the 27th IEEE/ACM International Conference on";"inproceedings"
"Zanetti2013a";"THE RISE AND FALL OF A CENTRAL CONTRIBUTOR: DYNAMICS OF SOCIAL ORGANIZATION AND PERFORMANCE IN THE GENTOO COMMUNITY";"M. S. Zanetti and I. Scholtes and C. J. Tessone and F. Schweitzer";"Social organization and division of labor crucially influence the performance of collaborative software engineering efforts. In this paper, we provide a quantitative analysis of the relation between social organization and performance in Gentoo, an Open Source community developing a Linux distribution. We study the structure and dynamics of collaborations as recorded in the project's bug tracking system over a period of ten years. We identify a period of increasing centralization after which most interactions in the community were mediated by a single central contributor. In this period of maximum centralization, the central contributor unexpectedly left the project, thus posing a significant challenge for the community. We quantify how the rise, the activity as well as the subsequent sudden dropout of this central contributor affected both the social organization and the bug handling performance of the Gentoo community. We analyze social organization from the perspective of network theory and augment our quantitative findings by interviews with prominent members of the Gentoo community which shared their personal insights.";"Cooperative and Human Aspects of Software Engineering (CHASE), 2013 6th International Workshop on";"inproceedings"
